OBJECTID;ID_ELEM;ID_PERC;ORIG;NOME;COD_ENTE;STATO;TIPO_ELE;SEDE;ID_SEDE;FITTIZIO;C_LARGH;C_TF;FLG_ST;NODO_INI;NODO_FIN;VISIBILE;PERCORSOAM;CLAS_AMM;ISTAT_ENTE;PERIMETRO;ORIG_FID
257991.000000;02087370217209;000000047772;2.00000000000;SC GAT-ZOTTIER;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0208737;0217209;1.00000000000;SC GAT-ZOTTIER;4.00000000000;025034;442.88;8690
257992.000000;02172090185163;000000047772;2.00000000000;SC GAT-ZOTTIER;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217209;0185163;1.00000000000;SC GAT-ZOTTIER;4.00000000000;025034;8.53;8691
257998.000000;02165250215487;000000047941;2.00000000000;VIA S. SIMON;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0216525;0215487;1.00000000000;VIA S. SIMON;4.00000000000;025053;55.73;9340
258001.000000;02172150215490;000000047102;2.00000000000;VIA TRAVERSA AGORDINA;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217215;0215490;1.00000000000;SR 203 AGORDINA (BL);2.00000000000;025053;58.95;9341
258002.000000;02143990213935;000000049986;2.00000000000;SP 635 DEL PASSO DI S. UBALDO (BL);4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0214399;0213935;1.00000000000;SP 635 DEL PASSO DI S.BOLDO (BL);3.00000000000;025053;67.10;9342
258003.000000;02139370217216;000000049986;2.00000000000;VIA S. UBALDO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0213937;0217216;1.00000000000;SP 635 DEL PASSO DI S.BOLDO (BL);3.00000000000;025053;87.87;9343
258005.000000;02172160168589;000000049986;2.00000000000;VIA S. UBALDO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217216;0168589;1.00000000000;SP 635 DEL PASSO DI S.BOLDO (BL);3.00000000000;025053;186.91;8692
258007.000000;02131780216884;000000182907;2.00000000000;VIA BELLUNO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0213178;0216884;1.00000000000;VIA BELLUNO;4.00000000000;025040;296.30;8693
258008.000000;02165900216593;000000181926;2.00000000000;VIA DELLA STAZIONE;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0216590;0216593;1.00000000000;VIA DELLA STAZIONE;4.00000000000;025040;204.19;8729
258036.000000;01704620217085;000000186030;2.00000000000;VIA DEI MARTIRI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0170462;0217085;1.00000000000;SP 1 DELLA SINISTRA DEL PIAVE (BL);3.00000000000;025028;71.61;8910
258037.000000;02170850217086;000000186030;2.00000000000;VIA DEI MARTIRI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217085;0217086;1.00000000000;SP 1 DELLA SINISTRA DEL PIAVE (BL);3.00000000000;025028;46.75;8911
258040.000000;02170870175509;000000049811;2.00000000000;VIA COL D'ARTENT;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217087;0175509;1.00000000000;VIA COL D'ARTENT;4.00000000000;025028;58.13;8912
258041.000000;02170890217088;000000049505;2.00000000000;VIA CAVALLOTTI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217089;0217088;1.00000000000;VIA CAVALLOTTI;4.00000000000;025028;202.80;8913
258042.000000;02170860217090;000000186030;2.00000000000;VIA DEI MARTIRI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217086;0217090;1.00000000000;SP 1 DELLA SINISTRA DEL PIAVE (BL);3.00000000000;025028;73.63;8914
258046.000000;02170960217097;000000183065;2.00000000000;VIA CAMP DE PECOL;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0217096;0217097;1.00000000000;VIA CAMP DE PECOL;4.00000000000;025068;209.62;8953
258054.000000;02034740214859;000000181020;2.00000000000;ST00077884;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0203474;0214859;1.00000000000;ST00077884;4.00000000000;025036;241.77;8578
258061.000000;02148600203489;000000181020;2.00000000000;ST00077884;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0214860;0203489;1.00000000000;ST00077884;4.00000000000;025036;47.79;9207
258068.000000;02172260180395;000000050271;2.00000000000;VIA CARVE;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0217226;0180395;1.00000000000;VIA CARVE;4.00000000000;025034;102.66;8792
258084.000000;01654250212976;000000050456;2.00000000000;FRAZIONE COSTA;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0165425;0212976;1.00000000000;FRAZIONE COSTA;4.00000000000;025026;42.13;8840
258085.000000;01652650165424;000000050456;2.00000000000;FRAZIONE COSTA;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;1.00000000000;32.0000000000;0E-11;0165265;0165424;1.00000000000;FRAZIONE COSTA;4.00000000000;025026;42.64;8841
